term,term_id,df
selfinsure,31228,1
deductible,31229,4
manville,31230,2
noncarcinogenic,31231,1
13.2,31232,1
identifybeforedisturb,31233,1
abdomen,31234,3
pharynx,31235,1
mortalities,31236,1
intrathoracic,31237,2
nchs,31238,2
1representative,31239,2
1current,31240,1
1level,31241,1
1reduction,31242,2
0.1419,31243,1
0.0390,31244,1
0.00651,31245,1
0.0510,31246,1
0.0999,31247,1
0.0430,31248,1
0.00718,31249,1
0.0067,31250,1
0.0970,31251,1
0.0420,31252,1
0.00701,31253,1
0.0458,31254,1
0.0638,31255,1
0.0540,31256,1
0.00902,31257,1
0.017,31258,2
0.0170,31259,1
0.00294,31260,1
1.9768,31261,1
0.42,31262,1
0.1162,31263,1
0.00739,31264,1
0.0244,31265,1
0.1889,31266,1
0.01202,31267,1
0.0099,31268,1
129774,31269,1
2.12,31270,1
1potential,31271,1
asbestos/cement,31272,3
0.38,31273,1
0.0350,31274,1
0.00253,31275,1
0.044,31276,1
0.1000,31277,1
0.00723,31278,1
0.131,31279,1
12.0,31280,1
3.09,31281,2
0.1801,31282,1
0.01042,31283,1
3.246,31284,1
0.0220,31285,1
0.01890,31286,1
0.61,31287,4
0.0413,31288,1
0.00069,31289,1
0.149,31290,1
renovation/removal,31291,1
0.2061,31292,1
0.1619,31293,1
0.00936,31294,1
1.813,31295,1
41040,31296,1
0.009,31297,1
0.1130,31298,1
0.00654,31299,1
5.061,31300,1
0.0900,31301,1
0.00625,31302,1
0.217,31303,1
0.495,31304,1
0.0399,31305,1
0.00022,31306,1
0.0714,31307,1
0.00182,31308,1
ventilation/lighting,31309,1
0.31,31310,2
0.0319,31311,1
0.00081,31312,1
0.075,31313,1
0.0492,31314,1
0.00125,31315,1
1.62,31316,1
0.1624,31317,1
0.00939,31318,1
0.200,31319,1
0.00142,31320,1
0.210,31321,1
0.00016,31322,1
0.467,31323,1
0.00032,31324,1
0.396,31325,1
removal/install,31326,1
0.0386,31327,1
0.00045,31328,1
0.0924,31329,1
0.00012,31330,1
0.2730,31331,1
0.00014,31332,1
0.053,31333,1
0.00005,31334,1
1.23,31335,1
0.0866,31336,1
0.00501,31337,1
0.00120,31338,1
0.294,31339,1
0.0618,31340,1
0.00036,31341,1
0.00009,31342,1
maint,31343,1
0.0651,31344,1
0.00249,31345,1
0.0381,31346,1
0.00059,31347,1
public/commercial/residential,31348,1
0.0459,31349,1
0.00035,31350,2
11.764,31351,1
1.657,31352,1
11664000,31353,1
0.0014,31354,2
14.172,31355,1
12031491,31356,1
40.48,31357,1
v_2,31358,1
fivestep,31359,1
levels_in,31360,1
levels_for,31361,1
osha/nicholson,31362,1
compliancerelated,31363,4
leastcost,31364,1
multiplicative,31365,1
commensurate,31366,6
40.5,31367,1
26.3,31368,1
tradespersons_for,31369,1
electricians,31370,1
installers_whose,31371,1
13.5,31372,2
0.00007,31373,1
institute_asbestos,31374,2
1377,31375,1
0.00027,31376,1
90th,31377,1
95th,31378,1
percentiles,31379,1
0.0007,31380,1
leakages,31381,1
nondetectable,31382,1
standard_such,31383,1
controls_not,31384,1
opt,31385,2
11.7,31386,1
higherrisk,31387,4
oshamandated,31388,1
14.2,31389,2
nonemployees,31390,2
postregulation,31391,1
nonquantified,31392,1
societal,31393,1
trichloroethane,31394,2
neurotoxin,31395,1
chlorofluorocarbon,31396,2
rags,31397,5
reoccupation,31398,2
preabatement,31399,2
0.065,31400,1
0.0008,31401,1
0.0004,31402,1
deadweight,31403,1
exploded,31404,1
20year,31405,1
spends,31406,4
vain,31407,1
impetus,31408,4
driving,31409,12
averting,31410,1
lawsuits_the,31411,1
instituting,31412,3
preventative,31413,2
ripout,31414,1
highexposure,31415,1
682685,31416,1
gloves,31417,12
changerooms,31418,3
lockers,31419,6
2/7/91,31420,1
4256,31421,1
4270,31422,1
polymeric,31423,1
plasters,31424,1
commercial/residential,31425,2
033e,31426,3
fullfacepiece,31427,6
activities_particularly,31428,1
episodic,31429,1
1926.58(f)(3,31430,1
projectday,31431,2
projectdays,31432,1
vacuum/ventilation,31433,5
exams,31434,5
standard_wet,31435,1
removal/repair_comment,31436,1
osha/consad,31437,2
pria,31438,2
1993a,31439,2
indexes,31440,2
1993b,31441,2
perestablishment,31442,2
workerday,31443,2
j)(2)(ii,31444,4
j)(2)(iii,31445,1
housekeeping/custodial,31446,1
l162,31447,1
offsets,31448,2
forcing,31449,4
workerdays,31450,1
workerhours,31451,1
3.11,31452,1
14.8,31453,1
1industry/process,31454,1
1engineering,31455,1
1install,31456,1
1half,31457,1
1disposable,31458,1
clothing/gloves,31459,1
1change,31460,1
rooms/lockers,31461,1
1shower,31462,1
1lunch,31463,1
1298,31464,1
712,31465,1
826124,31466,1
676611,31467,1
339772,31468,1
252090,31469,1
111397,31470,1
2207954,31471,1
188578,31472,1
154449,31473,1
77548,31474,1
57544,31475,1
25428,31476,1
504050,31477,1
227695,31478,1
186486,31479,1
93634,31480,1
69481,31481,1
30703,31482,1
608501,31483,1
227111,31484,1
186008,31485,1
93394,31486,1
69303,31487,1
30624,31488,1
606942,31489,1
182740,31490,1
149667,31491,1
75147,31492,1
55763,31493,1
24641,31494,1
488460,31495,1
gasets,31496,1
72979,31497,1
59771,31498,1
30011,31499,1
22269,31500,1
11086,31501,1
196651,31502,1
36782,31503,1
30125,31504,1
15125,31505,1
11224,31506,1
5588,31507,1
99021,31508,1
13428,31509,1
10998,31510,1
5522,31511,1
4098,31512,1
36264,31513,1
22770,31514,1
18649,31515,1
9363,31516,1
6948,31517,1
3459,31518,1
61367,31519,1
974,31520,1
468818,31521,1
383971,31522,1
192789,31523,1
143059,31524,1
24006,31525,1
1214182,31526,1
1168,31527,1
3128,31528,2
11165431,31529,1
2635,31530,1
1465,31531,1
1369090,31532,1
1121309,31533,1
563002,31534,1
417775,31535,1
146639,31536,1
24787345,31537,1
row,31538,1
shrouded,31539,2
lowers,31540,1
033c,31541,3
pre1986,31542,1
thirtyminute,31543,1
fullface,31544,1
conservatively,31545,1
24.9,31546,2
contamination_(d)(2,31547,1
worksite_(d)(3,31548,1
contractor_(d)(4,31549,1
worksite_(d)(5,31550,1
15.8,31551,1
sites_under,31552,1
controls_in,31553,1
f)(1)(iii,31554,1
assumed_for,31555,1
established_that,31556,1
40.1,31557,1
disassemble,31558,2
systems_15.3,31559,1
vacuums_32.5,31560,1
methods_55.2,31561,1
areas_2.2,31562,1
cloths_13.8,31563,1
enclosures_41.6,31564,1
barriers_22.2,31565,1
systems_4.5,31566,1
17.9,31567,1
hazardcommunication,31568,1
introducing,31569,2
referencing,31570,2
substitute_for,31571,1
materials_training,31572,1
i/ii_51.8,31573,1
iii_35.9,31574,1
iv_22.6,31575,1
lowercost,31576,1
project_high,31577,1
acm_305,31578,1
project_low,31579,1
lowrisk,31580,3
acm_5.0,31581,1
employees_394,31582,1
building_397,31583,1
occupants_high,31584,3
acm_612,31585,1
occupants_low,31586,3
acm_22.3,31587,1
building_6.1,31588,1
k)(2)(iii,31589,2
9.7,31590,1
55.2,31591,1
installation_59,31592,1
installation_61,31593,1
removal_828,31594,1
repair_6.5,31595,1
industry_702,31596,1
industry_1.9,31597,1
i/ii,31598,1
g)(6)(ii,31599,3
476.4,31600,1
costs_for,31601,1
persons_that,31602,1
eparelated,31603,3
346.5,31604,1
1control,31605,1
1new,31606,2
1asbestos,31607,1
1renovation,31608,1
1routine,31609,1
2small,31610,1
2large,31611,1
1custodial,31612,1
2industrial,31613,1
2commercial,31614,1
6101389,31615,1
1745131,31616,1
7486046,31617,1
15332566,31618,1
66299,31619,1
32390934,31620,1
32457232,31621,1
231880,31622,1
2915085,31623,1
10345233,31624,1
1108748,31625,1
90855,31626,1
4918735,31627,1
35612096,31628,1
55222631,31629,1
2202151,31630,1
15186,31631,1
590382,31632,1
14799401,31633,1
356074,31634,1
70977,31635,1
15832020,31636,1
5827,31637,1
104631,31638,1
672569,31639,1
12328518,31640,1
485648,31641,1
185059,31642,1
13782253,31643,1
18697300,31644,1
22594232,31645,1
330484,31646,1
41622016,31647,1
217689,31648,1
2334830,31649,1
18579270,31650,1
981128,31651,1
90433,31652,1
22203349,31653,1
659397,31654,1
1595562,31655,1
1089599,31656,1
1162580,31657,1
4507137,31658,1
216632,31659,1
5142466,31660,1
4325224,31661,1
109150,31662,1
47250,31663,1
657345,31664,1
12590269,31665,1
23088335,31666,1
1813700,31667,1
306734,31668,1
1542240,31669,1
3089621,31670,1
1052339,31671,1
11950203,31672,1
17941137,31673,1
5492864,31674,1
area_o,31675,1
8156068,31676,1
39015163,31677,1
4632551,31678,1
51803782,31679,1
730015,31680,1
1765151,31681,1
20803053,31682,1
11970925,31683,1
604582,31684,1
35873727,31685,1
1909387,31686,1
634756,31687,1
200519,31688,1
3218249,31689,1
16652584,31690,1
22615494,31691,1
person_classes,31692,1
336078,31693,1
7676841,31694,1
4526017,31695,1
922183,31696,1
13461119,31697,1
person_project,31698,2
171383,31699,1
person_class,31700,1
79518,31701,1
5888344,31702,1
5967862,31703,1
60953,31704,1
124351,31705,1
2534806,31706,1
3834764,31707,1
14682484,31708,1
5665859,31709,1
651090,31710,1
27554307,31711,1
659296,31712,1
11794913,31713,1
12454209,31714,1
120243,31715,1
827712,31716,1
6542885,31717,1
1657783,31718,1
965266,31719,1
10113889,31720,1
owner_high,31721,2
255474,31722,1
49774,31723,1
305247,31724,1
owner_low,31725,2
2297,31726,1
128549,31727,1
4748303,31728,1
148207,31729,1
12895,31730,1
5040250,31731,1
39777,31732,1
321371,31733,1
33313,31734,1
394462,31735,1
35618,31736,1
396766,31737,1
500611,31738,1
111407,31739,1
612018,31740,1
10320,31741,1
35263,31742,1
577646,31743,1
21337003,31744,1
285450,31745,1
65051,31746,1
22310735,31747,1
2812,31748,1
20853,31749,1
157393,31750,1
5813761,31751,1
77778,31752,1
24152,31753,1
6096749,31754,1
4489,31755,1
33288,31756,1
251245,31757,1
9280442,31758,1
141188,31759,1
31143,31760,1
9741794,31761,1
1621325,31762,1
12691671,31763,1
65009669,31764,1
172492455,31765,1
62594296,31766,1
30513011,31767,1
10497757,31768,1
120990999,31769,1
476411184,31770,1
811792,31771,1
2262991,31772,1
18317665,31773,1
143891671,31774,1
45462598,31775,1
24153177,31776,1
7279509,31777,2
104338415,31778,2
346517816,31779,2
578189,31780,1
233602,31781,1
1089688,31782,1
77611,31783,1
1095692,31784,1
4697904,31785,1
436077,31786,1
13183683,31787,1
9136115,31788,1
hv,31789,1
ac/lighting,31790,1
15612401,31791,1
work/drop,31792,1
3937675,31793,1
16711380,31794,1
21730412,31795,1
8392722,31796,1
23276376,31797,1
45094590,31798,1
10490046,31799,1
2113420,31800,1
1307159,31801,1
14134324,31802,1
3229996,31803,1
2574361,31804,1
22462603,31805,1
4602548,31806,1
7972794,31807,1
728523,31808,1
activities_wet,31809,1
removal/repair/installation,31810,1
vessels_where,31811,1
near100,31812,1
osharelated,31813,1
1wet,31814,1
1dry,31815,1
1totals,31816,1
7236,31817,1
4294,31818,1
5367,31819,1
385,31820,4
481,31821,1
56132,31822,1
13750,31823,1
69882,31824,1
training_class,31825,1
105280,31826,1
26270,31827,1
131550,31828,1
8983,31829,1
exams_initial,31830,1
187790,31831,1
41316,31832,1
229105,31833,1
epa_related,31834,1
77535,31835,1
15046,31836,1
92581,31837,1
industry_14.8,31838,1
construction_346.5,31839,1
shipyards_93,31840,1
361.4,31841,1
1992a,31842,9
approximating,31843,1
returnonsales,31844,1
1992b,31845,9
26.2,31846,2
1incremental,31847,1
1pre,31848,3
1compliance,31849,7
88318,31850,1
2057964,31851,1
5607900,31852,1
337040,31853,1
21800,31854,1
1676355,31855,1
4994641,31856,1
297329,31857,1
16189,31858,1
1591747,31859,1
6950262,31860,1
372085,31861,1
1103931,31862,1
4915434,31863,1
6.3,31864,7
308295,31865,1
33128,31866,1
1154988,31867,1
4990845,31868,1
6.2,31869,5
309953,31870,1
9.6,31871,1
11722,31872,1
285158,31873,1
1035835,31874,1
48339,31875,1
24.2,31876,1
10275,31877,1
112239,31878,1
1674208,31879,1
72207,31880,1
10389,31881,1
226695,31882,1
1266665,31883,1
56969,31884,1
disappearance,31885,2
asbestosbased,31886,1
non-asbestos,31887,1
crosselasticity,31888,1
smallfirm,31889,2
costpassthrough,31890,2
1sales,31891,2
9577612,31892,1
129551,31893,1
939870,31894,1
23220,31895,1
223065,31896,1
12810,31897,1
1347958,31898,1
27269,31899,1
2589089,31900,1
30460,31901,1
669395,31902,1
16538,31903,1
197139,31904,1
11321,31905,1
467607,31906,1
13916,31907,1
12728,31908,1
19439148,31909,1
1570840,31910,1
0.81,31911,2
12751431,31912,1
1030419,31913,1
passthrough,31914,7
highlycompetitive,31915,1
perworker,31916,2
perfirm,31917,2
2construction,31918,2
2net,31919,2
estab,31920,2
2pretax,31921,1
1623,31922,2
2.34,31923,1
2.39,31924,1
860,31925,2
3.93,31926,1
1357,31927,4
0.92,31928,1
1731,31929,2
699,31930,2
2.95,31931,1
0.72,31932,1
3.58,31933,1
1742,31934,2
plastering,31935,2
1.78,31936,1
0.51,31937,1
1.87,31938,1
1752,31939,3
nec,31940,2
1005,31941,4
5.40,31942,1
1.03,31943,2
2283,31944,2
2.89,31945,1
9.47,31946,1
0.27,31947,2
1.21,31948,1
1795,31949,2
wrecking,31950,4
1.75,31951,3
0.70,31952,1
2.67,31953,1
6512,31954,3
6513,31955,3
0.24,31956,1
1.15,31957,2
1.96,31958,1
0.48,31959,2
2.37,31960,1
2pre,31961,3
2.56,31962,1
4.81,31963,1
723,31964,2
0.23,31965,2
4.78,31966,1
3.80,31967,1
0.93,31968,1
4.12,31969,1
1.93,31970,1
2.94,31971,1
1.57,31972,1
0.46,31973,2
1.74,31974,1
0.79,31975,1
2.74,31976,1
0.37,31977,1
388,31978,1
2.41,31979,1
perbuilding,31980,1
floorlaying,31981,1
2sales,31982,2
2082,31983,2
3742,31984,1
glassware,31985,3
foundries,31986,2
4911,31987,2
comb,31988,2
4941,31989,2
495,31990,3
0.68,31991,2
impacts_costs,31992,1
sales_would,31993,1
dictionary,31994,1
mifflin,31995,1
arrow,31996,1
k.j,31997,1
essays,31998,1
r.l,31999,2
blake,32000,2
l.l,32001,1
e.e,32002,1
cather,32003,1
j.j,32004,1
sjoberg,32005,1
silicate,32006,11
mineralogical,32007,10
identificationcharacterization,32008,1
8751,32009,4
emr,32010,1
chelius,32011,1
krussel,32012,1
mcinnes,32013,1
gca,32014,1
3268,32015,1
grc,32016,1
0033,32017,1
01-27-1990,32018,2
0024,32019,1
01-31-1985,32020,1
01-25-1984,32021,1
01-31-1984,32022,1
mort,32023,1
discher,32024,1
kleinmann,32025,1
f.j,32026,1
surveypilot,32027,1
insight_industry,32028,1
01-21-1988,32029,1
d.q,32030,1
g.e,32031,1
workmen's,32032,1
imperfect,32033,1
econ,32034,1
71:80,32035,1
0027,32036,1
n.c,32037,1
jenkintown,32038,1
spence,32039,1
zeckhauser,32040,1
61:380,32041,1
34th,32042,1
mc87,32043,1
no.1,32044,1
0011,32045,1
01-25-1991,32046,1
destroying,32047,2
d1,32048,1
l.r,32049,1
0134,32050,1
clearances,32051,1
0133,32052,3
8(g,32053,1
1910_occupational,32054,1
1910.1003,32055,1
1910.1018,32056,1
1910.1028,32057,1
1910.1030,32058,1
1910.1045,32059,1
1910.1047,32060,1
19101499,32061,1
1910.1450,32062,2
596,32063,2
1593,32064,1
1910.12(b,32065,2
1915.4,32066,1
1915.191,32067,1
lengthtodiameter,32068,3
highefficiency,32069,7
99.97,32070,6
monodisperse,32071,1
pels)_(1,32072,3
8)-hour,32073,1
monitoring._(1,32074,1
fullshift,32075,3
d)(2)(ii,32076,1
d)(2)(iii,32077,3
d)(2)(i,32078,1
orm,32079,1
sidebyside,32080,4
d)(7)(i,32081,1
areas._(1,32082,1
chew,32083,4
compliance._(1,32084,1
fibers/cc,32085,8
coupling,32086,4
carding,32087,1
spinning,32088,1
fundamentals,32089,1
z9.2,32090,1
poweroperated,32091,1
scorers,32092,1
drills,32093,1
f)(1)(iv,32094,1
mortar,32095,7
captures,32096,1
pair,32097,9
disassembled,32098,8
resembling,32099,4
protection_(1,32100,2
msha,32101,4
1._respiratory,32102,1
1airborne,32103,3
1required,32104,4
h)(2)(iv,32105,3
selfcontained,32106,15
monodispersed,32107,5
1910.134(b,32108,3
facepieces,32109,8
g)(2)(ii,32110,1
equipment_(1,32111,1
fullbody,32112,1
shields,32113,1
goggles,32114,2
1910.133,32115,1
paragraph(j)(2,32116,1
launder,32117,2
shaking,32118,2
h)(3)(iii,32119,1
launders,32120,1
cleans,32121,1
practices_(1,32122,1
1910.141(e,32123,1
1910.141(d)(3,32124,3
i)(2)(i,32125,3
lunchroom,32126,2
employees_introduction,32127,1
j)(1)(i,32128,1
pictographs,32129,1
1910.1200(f,32130,3
1910.1200(g,32131,1
j)(2,32132,3
bonding,32133,5
affixing,32134,4
legends,32135,3
1647,32136,3
j)(8)(ii,32137,1
nationallyrecognized,32138,3
spills,32139,10
hepafiltered,32140,3
emptied,32141,3
dusted,32142,3
surveillance_(1,32143,3
general_(i,32144,3
preplacement,32145,1
roentgenogram,32146,5
posterior,32147,1
anterior,32148,1
posterioranterior,32149,1
14×,32150,1
fev(1.0,32151,1
l)(2)(ii,32152,1
1years,32153,1
1age,32154,2
l)(3,32155,1
l)(2,32156,1
l)(4,32157,1
recordkeeping._(1,32158,1
1910.20,32159,6
l)(1)(i,32160,1
l)(6,32161,1
m)(1,32162,2
m)(2,32163,1
1910.20(h,32164,1
monitoring_(1,32165,3
dates_(1,32166,1
lavatories,32167,1
01-10-1995,32168,4
2.b,32169,1
1910.1001_detailed,32170,1
analysis_non,32171,1
1air,32172,6
mixedcellulose,32173,6
conductive,32174,6
50mm,32175,7
cowl,32176,11
fibers/mm,32177,4
liters/minute,32178,3
400x,32179,3
usdol,32180,6
usdolosha,32181,4
mce,32182,9
cummingtonite,32183,6
cummingtonitegrunerite,32184,6
si,32185,7
tremoliteactinolite,32186,6
5:1,32187,3
cleavage,32188,12
comminution,32189,6
20:1,32190,3
lengthtowidth,32191,4
graticule,32192,28
superimposed,32193,4
waltonbeckett,32194,22
eyepiece,32195,13
0.00785,32196,7
crosshair,32197,3
tic,32198,3
ticmarks,32199,3
3-μ,32200,1
5-μ,32201,1
eyepieces,32202,12
impinger,32203,3
cam,32204,3
wedge,32205,12
nonfibrous,32206,9
finest,32207,6
axis,32208,18
noncombustible,32209,5
weaved,32210,3
matted,32211,6
mats,32212,11
fibers/field,32213,3
ac,32214,10
1.645(cv)(ac,32215,1
curves,32216,4
leidel,32217,6
busch,32218,6
leidelbusch,32219,3
sltc,32220,6
performance_precision,32221,3
drops,32222,7
n=36,32223,3
interferences,32224,13
anhydrite,32225,6
perlite,32226,6
veins,32227,5
spicules,32228,3
diatoms,32229,3
staining,32230,16
5.1.1,32231,4
3piece,32232,3
1.2-μ,32233,1
pore,32234,3
electrostatic,32235,4
attraction,32236,3
fibers/100,32237,3
filterbackup,32238,3
padcassette,32239,3
preassembled,32240,3
5.1.2,32241,4
5.1.3,32242,4
5.1.4,32243,3
6mm,32244,4
5.1.5,32245,3
stopwatch,32246,3
bubble,32247,5
tube/burette,32248,3
5.2.1,32249,4
5.2.2,32250,4
5.2.3,32251,3
luer,32252,3
connectors_the,32253,3
adapters,32254,4
5.2.4,32255,3
overloaded,32256,3
5.2.5,32257,3
burette,32258,3
dependence,32259,3
5.2.6,32260,3
nose/mouth,32261,3
lapel,32262,4
5.2.7,32263,3
5.2.8,32264,3
1environment,32265,3
biased,32266,6
flashlight,32267,3
5.2.9,32268,3
5.2.10,32269,3
plugs,32270,5
puncture,32271,3
5.2.11,32272,3
endtoend,32273,3
5.3.1,32274,4
operation(s,32275,3
5.3.2,32276,3
rattle,32277,3
polystyrene,32278,4
vermiculite,32279,6
shreds,32280,3
excelsior,32281,3
bubbles,32282,10
cushion,32283,3
rattling,32284,3
5.3.3,32285,3
6.1.1,32286,3
ignite,32287,3
flame,32288,7
spark,32289,3
6.1.2,32290,3
prudence,32291,3
particulateair,32292,3
filter_it,32293,3
6.2.1,32294,3
binocular,32295,4
trinocular,32296,3
6.2.2,32297,3
widefield,32298,6
huygenian,32299,3
10x,32300,6
40x,32301,6
6.2.3,32302,3
kohler,32303,6
6.2.4,32304,3
6.2.5,32305,3
convenient,32306,7
6.2.6,32307,3
telescope,32308,6
6.2.7,32309,3
6.2.8,32310,3
phaseshift,32311,7
ptr,32312,6
mccrone,32313,15
6.2.9,32314,3
precleaned,32315,6
frosted,32316,9
pasteon,32317,3
6.2.10,32318,3
6.2.11,32319,3
scalpel,32320,9
6.2.12,32321,3
tipped,32322,3
forceps,32323,6
6.2.13,32324,3
6.2.14,32325,3
pipette,32326,4
6.2.15,32327,3
micropipette,32328,3
6.3.1,32329,4
6.3.2,32330,4
triacetin,32331,3
glycerol,32332,3
triacetate,32333,3
6.3.3,32334,3
lacquer,32335,3
nail,32336,4
onefourth,32337,5
grainy,32338,3
nongrainy,32339,3
refractive,32340,6
collapses,32341,4
mounts,32342,4
6.5.1,32343,3
6.5.2,32344,3
6.5.3,32345,3
razor,32346,3
6.5.4,32347,3
rocking,32348,3
triangular,32349,3
clamped,32350,3
finger,32351,3
6.5.5,32352,3
slot,32353,5
inject,32354,3
plunger,32355,3
wait,32356,5
6.5.6,32357,3
refraction,32358,23
6.5.7,32359,3
gently,32360,8
angle,32361,12
glue,32362,7
6.5.8,32363,3
hasten,32364,3
6.5.9,32365,3
6.6.1,32366,3
iris,32367,3
condenser,32368,12
misalignment,32369,4
astigmatism,32370,3
microscope/microscopist,32371,3
6.6.2,32372,6
faint,32373,4
touches,32374,3
bundles,32375,20
nonuniformity,32376,3
agglomerate,32377,3
recount,32378,7
wedges,32379,3
relabel,32380,3
discouraged,32381,3
8.10,32382,6
recommendations_quality,32383,3
6.8.1,32384,3
6.8.2,32385,3
inbreeding,32386,3
analyst's,32387,8
6.8.3,32388,3
6.8.4,32389,3
counters,32390,7
7.1,32391,3
ac=airborne,32392,2
e:graphicser10au94.000,32393,1
fb=total,32394,2
fl=total,32395,2
bfb=total,32396,2
bfl=total,32397,2
eca=effective,32398,2
mm2,32399,5
fr=pump,32400,2
mfa=microscope,32401,2
t=sample,32402,2
1000=conversion,32403,2
d/2)2,32404,6
interpupillary,32405,6
reticle,32406,9
49000,32407,3
eca/(1000,32408,2
mfa)=49,32409,2
simplifies,32410,3
e:graphicser10au94.001,32411,1
biasing,32412,3
typei,32413,3
e:graphicser10au94.002,32414,1
ac1=lower,32415,1
ac2=higher,32416,1
acavg=average,32417,1
homogeneity,32418,6
dreesen,32419,3
w.c,32420,6
8.2,32421,4
rockdale,32422,3
lancashire,32423,3
bayer,32424,3
s.g,32425,3
zumwalde,32426,3
t.a,32427,3
millipore,32428,4
dhew/niosh,32429,3
51:119,32430,1
pp.22612,32431,2
22790,32432,3
8.7,32433,3
standard_occupational,32434,3
hsm,32435,6
10267,32436,6
usphs/niosh,32437,3
dixon,32438,6
d.d,32439,3
dollberg,32440,3
a.w,32441,3
verstuyft,32442,3
oshasltc,32443,2
plotted,32444,3
graph,32445,3
regression,32446,4
cv=antilog1,32447,1
a(log,32448,3
b(log,32449,2
x))+c,32450,3
x=the,32451,3
a=0.182205,32452,3
b=^0.973343,32453,2
c=0.327499,32454,3
cv=antilog,32455,3
0.182205(log,32456,3
0.973343(log,32457,2
x))+0.327499,32458,3
e:graphicser10au94.003,32459,1
rotameter,32460,3
uncorrected,32461,4
verniers,32462,3
jeweler's,32463,3
loupe,32464,3
d=100,32465,4
e:graphicser10au94.004,32466,1
pl=108,32467,3
al=2.93,32468,3
e:graphicser10au94.005,32469,1
eyepieceobjectivereticle,32470,3
zoom,32471,3
recalibrated,32472,3
m=0.1,32473,3
mm/2,32474,1
graticules,32475,3
morley,32476,3
tonbridge,32477,3
tn9,32478,3
irn,32479,3
kent,32480,4
732,32481,4
359061,32482,3
waltham,32483,3
02154,32484,3
60616,32485,3
312)-842,32486,2
1structure,32487,3
1explanation,32488,3
e:graphicser10au94.006,32489,1
1910.1001_medical,32490,1
1910.1001_work,32491,1
assembly_mandatory,32492,2
reassembled,32493,2
sleeves,32494,2
compressedair,32495,2
loosen,32496,5
evacuate,32497,2
vacuum's,32498,2
splashes,32499,2
flooded,32500,2
hub,32501,2
nozzle,32502,3
wiped,32503,3
1910.1001_polarized,32504,1
asbestos_non,32505,3
scintillation,32506,10
vials,32507,11
polar,32508,20
phasepolar,32509,20
centralstop,32510,3
brucite,32511,8
ribbon,32512,3
riebeckite,32513,3
mg(oh,32514,3
refracted,32515,3
unrefracted,32516,3
scattered,32517,8
destructively,32518,3
unscattered,32519,6
finer,32520,4
polarizer,32521,16
si2o,32522,2
lizardite,32523,3
antigorite,32524,6
polarizing,32525,15
wattle,32526,3
huts,32527,3
pottery,32528,3
pliny,32529,3
slaves,32530,3
centuries,32531,3
inspectorate,32532,3
1930's,32533,3
diffraction,32534,4
xrd,32535,6
dta,32536,4
corroborating,32537,3
sem,32538,13
diffraction_saed,32539,3
analytically,32540,3
atoms,32541,6
cataloged,32542,3
anisotropic,32543,6
regularity,32544,6
photons,32545,3
travelling,32546,3
traveling,32547,16
behave,32548,5
predictably,32549,3
plm,32550,3
strainfree,32551,3
brightfield,32552,3
visualize,32553,3
inference,32554,9
microcopy,32555,3
prismatic,32556,6
agglomerations,32557,3
sophistication,32558,4
microscopist,32559,4
microscopist's,32560,3
tiny,32561,3
inhomogeneous,32562,6
1.4.1,32563,3
tedious,32564,3
1.4.2,32565,3
1.4.3,32566,3
mineralogy,32567,11
fibril,32568,6
microscopists,32569,5
talc,32570,3
attapulgite,32571,3
refractory,32572,3
kevlar,32573,3
nomex,32574,3
embedding,32575,3
ubiquitous,32576,3
insoluble,32577,3
peritoneum,32578,3
pneumoconiosis,32579,3
cork,32580,4
borer,32581,4
vial,32582,12
fittested,32583,3
inconspicuous,32584,3
wound,32585,3
envelopes,32586,6
bellows,32587,3
blows,32588,3
corkborer,32589,3
sampler,32590,4
push,32591,7
samplers,32592,3
crosscontaminate,32593,3
overnight,32594,4
soap,32595,6
muffle,32596,4
oven,32597,7
tongs,32598,4
thf,32599,4
msds,32600,7
16x,32601,3
whipple,32602,4
illuminator,32603,6
oversize,32604,3
stereo,32605,9
50_150,32606,2
specimen,32607,10
1.550,32608,5
1.585,32609,1
1.590,32610,1
1.605,32611,1
1.620,32612,5
1.670,32613,1
1.680,32614,4
1.690,32615,1
n=1.350,32616,3
n=2.000,32617,3
n=0.005,32618,3
becke,32619,13
thick,32620,6
slips,32621,3
22×,32622,1
dissection,32623,3
needles,32624,3
grinder,32625,6
molar,32626,4
decalcifying,32627,4
baxter,32628,3
tetrasodium,32629,3
g/l,32630,6
tartrate,32631,3
mg/liter,32632,3
99.2,32633,3
g/liter,32634,3
hotplate,32635,3
hacksaw,32636,3
ruby,32637,6
pestle,32638,6
prepreparation,32639,10
lid,32640,7
interference_muffle,32641,3
forsterite,32642,3
interference_thf,32643,3
remember,32644,4
tared,32645,4
lowflow,32646,3
alumina,32647,4
diamond,32648,4
freezer,32649,3
destroy,32650,9
crystallinity,32651,3
shaved,32652,3
hack,32653,3
copious,32654,3
airdry,32655,3
dustfree,32656,3
n=1.550,32657,11
clip,32658,3
paperclip,32659,3
dissecting,32660,3
moisten,32661,3
probe,32662,8
sticks,32663,6
nonpowder,32664,1
stir,32665,3
spreading,32666,5
coverslip,32667,3
trapdoor,32668,3
capillary,32669,3
wiper,32670,3
highdispersion,32671,1
mediums,32672,3
presumes,32673,3
petrography,32674,3
stain,32675,9
e:graphicser10au94.007,32676,1
parted,32677,3
widths,32678,3
bending,32679,3
tufted,32680,3
striations,32681,3
tufting,32682,3
