term_id,doc_id,term_frequency,df
22,"{'FR940104-0-00002': 1, 'FR940104-0-00004': 1, 'FR940104-0-00022': 2, 'FR940104-0-00025': 1, 'FR940104-0-00052': 1, 'FR940104-0-00066': 1, 'FR940104-0-00069': 1, 'FR940104-2-00096': 1, 'FR940405-1-00003': 1, 'FR940405-1-00036': 1, 'FR940405-1-00126': 1, 'FR940525-0-00004': 1, 'FR940525-0-00041': 1, 'FR940810-0-00042': 1, 'FR940810-0-00185': 2, 'FR940810-0-00330': 2, 'FR940810-0-00331': 2, 'FR940810-2-00002': 2, 'FR940810-2-00003': 3, 'FR940810-2-00140': 1, 'FR940810-2-00141': 1, 'FR940810-2-00142': 1, 'FR940810-2-00143': 2, 'FR941006-1-00020': 1, 'FR941006-1-00024': 1, 'FR941206-1-00031': 1, 'FR941206-1-00089': 2, 'FR941206-1-00115': 1, 'FR941206-1-00128': 1, 'FR941206-1-00134': 2}",40,30
23,"{'FR940104-0-00002': 1, 'FR940104-0-00037': 1, 'FR940104-2-00012': 1, 'FR940104-2-00016': 2, 'FR940104-2-00035': 2, 'FR940104-2-00041': 1, 'FR940104-2-00052': 1, 'FR940104-2-00058': 1, 'FR940128-2-00050': 1, 'FR940128-2-00090': 1, 'FR940617-2-00028': 1, 'FR940810-0-00002': 1, 'FR940810-0-00004': 1, 'FR940810-0-00125': 1, 'FR940810-0-00128': 1, 'FR940810-0-00129': 1}",18,16
24,"{'FR940104-0-00002': 3, 'FR940104-0-00003': 1, 'FR940525-0-00002': 2, 'FR940525-0-00003': 3, 'FR940525-0-00004': 1}",10,5
25,"{'FR940104-0-00002': 1, 'FR940525-0-00002': 1, 'FR940810-0-00007': 1, 'FR940810-0-00010': 1, 'FR941006-1-00002': 2, 'FR941006-1-00004': 3}",9,6
26,"{'FR940104-0-00002': 1, 'FR940104-0-00005': 1, 'FR940104-0-00007': 3, 'FR940104-0-00009': 2, 'FR940104-0-00023': 2, 'FR940104-0-00025': 1, 'FR940104-0-00031': 1, 'FR940104-0-00032': 5, 'FR940104-0-00033': 4, 'FR940104-0-00034': 1, 'FR940104-0-00035': 1, 'FR940104-0-00052': 3, 'FR940104-0-00058': 1, 'FR940104-0-00067': 1, 'FR940104-0-00093': 4, 'FR940104-0-00095': 1, 'FR940104-2-00008': 2, 'FR940104-2-00013': 2, 'FR940104-2-00019': 1, 'FR940104-2-00020': 1, 'FR940104-2-00025': 1, 'FR940104-2-00026': 2, 'FR940104-2-00027': 2, 'FR940104-2-00028': 2, 'FR940104-2-00029': 2, 'FR940104-2-00030': 1, 'FR940104-2-00031': 2, 'FR940104-2-00032': 1, 'FR940104-2-00035': 2, 'FR940104-2-00036': 3, 'FR940104-2-00037': 1, 'FR940104-2-00038': 2, 'FR940104-2-00044': 1, 'FR940104-2-00057': 1, 'FR940104-2-00058': 3, 'FR940104-2-00059': 2, 'FR940104-2-00061': 1, 'FR940104-2-00062': 3, 'FR940104-2-00063': 1, 'FR940104-2-00068': 2, 'FR940104-2-00072': 2, 'FR940104-2-00073': 1, 'FR940104-2-00074': 1, 'FR940104-2-00077': 1, 'FR940104-2-00078': 1, 'FR940104-2-00080': 1, 'FR940104-2-00090': 1, 'FR940104-2-00095': 2, 'FR940104-2-00100': 2, 'FR940104-2-00102': 1, 'FR940128-2-00003': 1, 'FR940128-2-00004': 1, 'FR940128-2-00006': 1, 'FR940128-2-00009': 1, 'FR940128-2-00021': 1, 'FR940128-2-00024': 1, 'FR940128-2-00026': 1, 'FR940128-2-00029': 1, 'FR940128-2-00034': 1, 'FR940128-2-00037': 1, 'FR940128-2-00038': 1, 'FR940128-2-00039': 1, 'FR940128-2-00040': 1, 'FR940128-2-00041': 1, 'FR940128-2-00046': 1, 'FR940128-2-00047': 2, 'FR940128-2-00048': 2, 'FR940128-2-00050': 1, 'FR940128-2-00054': 1, 'FR940128-2-00065': 1, 'FR940128-2-00070': 1, 'FR940128-2-00071': 2, 'FR940128-2-00072': 2, 'FR940128-2-00073': 3, 'FR940128-2-00074': 3, 'FR940128-2-00075': 1, 'FR940128-2-00076': 2, 'FR940128-2-00077': 2, 'FR940128-2-00078': 2, 'FR940128-2-00079': 1, 'FR940128-2-00080': 1, 'FR940128-2-00081': 1, 'FR940128-2-00082': 1, 'FR940128-2-00084': 1, 'FR940128-2-00085': 1, 'FR940128-2-00086': 1, 'FR940128-2-00087': 1, 'FR940128-2-00088': 1, 'FR940128-2-00089': 1, 'FR940128-2-00090': 1, 'FR940128-2-00091': 1, 'FR940128-2-00092': 1, 'FR940128-2-00093': 1, 'FR940128-2-00099': 2, 'FR940128-2-00103': 2, 'FR940128-2-00105': 2, 'FR940128-2-00106': 2, 'FR940128-2-00119': 2, 'FR940128-2-00122': 1, 'FR940128-2-00123': 1, 'FR940128-2-00125': 1, 'FR940128-2-00140': 1, 'FR940128-2-00143': 1, 'FR940128-2-00144': 1, 'FR940128-2-00149': 1, 'FR940128-2-00150': 1, 'FR940128-2-00153': 1, 'FR940128-2-00160': 1, 'FR940128-2-00167': 1, 'FR940128-2-00172': 1, 'FR940128-2-00173': 1, 'FR940128-2-00175': 1, 'FR940128-2-00180': 1, 'FR940128-2-00181': 1, 'FR940128-2-00185': 1, 'FR940128-2-00186': 1, 'FR940128-2-00187': 3, 'FR940128-2-00190': 1, 'FR940128-2-00194': 1, 'FR940128-2-00195': 3, 'FR940128-2-00196': 3, 'FR940128-2-00197': 3, 'FR940128-2-00198': 3, 'FR940128-2-00199': 3, 'FR940128-2-00200': 3, 'FR940128-2-00201': 2, 'FR940128-2-00202': 3, 'FR940128-2-00203': 3, 'FR940128-2-00210': 2, 'FR940128-2-00211': 4, 'FR940128-2-00212': 2, 'FR940128-2-00216': 1, 'FR940128-2-00218': 2, 'FR940128-2-00219': 2, 'FR940128-2-00221': 2, 'FR940128-2-00222': 1, 'FR940128-2-00224': 2, 'FR940128-2-00225': 3, 'FR940128-2-00228': 3, 'FR940128-2-00229': 3, 'FR940128-2-00230': 1, 'FR940128-2-00233': 2, 'FR940128-2-00234': 2, 'FR940128-2-00235': 2, 'FR940128-2-00236': 2, 'FR940128-2-00242': 1, 'FR940128-2-00243': 1, 'FR940128-2-00245': 1, 'FR940303-1-00002': 3, 'FR940303-1-00003': 1, 'FR940303-1-00004': 1, 'FR940303-1-00005': 1, 'FR940303-1-00025': 2, 'FR940303-1-00026': 2, 'FR940303-1-00033': 3, 'FR940303-1-00034': 2, 'FR940303-1-00054': 1, 'FR940303-1-00055': 2, 'FR940303-1-00065': 3, 'FR940405-1-00003': 1, 'FR940405-1-00008': 1, 'FR940405-1-00009': 3, 'FR940405-1-00010': 1, 'FR940405-1-00011': 3, 'FR940405-1-00014': 1, 'FR940405-1-00015': 1, 'FR940405-1-00025': 4, 'FR940405-1-00027': 3, 'FR940405-1-00030': 1, 'FR940405-1-00034': 4, 'FR940405-1-00126': 5, 'FR940405-1-00127': 1, 'FR940405-1-00128': 2, 'FR940525-0-00002': 2, 'FR940525-0-00012': 3, 'FR940525-0-00013': 1, 'FR940525-0-00015': 5, 'FR940525-0-00016': 1, 'FR940525-0-00023': 3, 'FR940525-0-00024': 2, 'FR940525-0-00025': 3, 'FR940525-0-00026': 3, 'FR940525-0-00027': 3, 'FR940525-0-00028': 3, 'FR940525-0-00029': 3, 'FR940525-0-00030': 2, 'FR940525-0-00037': 2, 'FR940525-0-00044': 3, 'FR940525-0-00045': 1, 'FR940525-0-00064': 1, 'FR940525-0-00074': 1, 'FR940525-0-00075': 2, 'FR940617-2-00003': 2, 'FR940617-2-00007': 1, 'FR940617-2-00009': 1, 'FR940617-2-00012': 1, 'FR940617-2-00015': 1, 'FR940617-2-00020': 1, 'FR940617-2-00024': 1, 'FR940617-2-00028': 2, 'FR940617-2-00031': 1, 'FR940617-2-00040': 3, 'FR940617-2-00048': 3, 'FR940617-2-00049': 3, 'FR940617-2-00051': 1, 'FR940617-2-00057': 1, 'FR940617-2-00068': 1, 'FR940617-2-00069': 2, 'FR940617-2-00071': 1, 'FR940617-2-00072': 1, 'FR940617-2-00075': 2, 'FR940617-2-00079': 3, 'FR940617-2-00082': 1, 'FR940617-2-00083': 2, 'FR940617-2-00084': 1, 'FR940617-2-00085': 2, 'FR940617-2-00086': 1, 'FR940617-2-00093': 2, 'FR940617-2-00096': 2, 'FR940617-2-00097': 2, 'FR940617-2-00100': 1, 'FR940617-2-00101': 1, 'FR940617-2-00105': 2, 'FR940617-2-00106': 2, 'FR940617-2-00107': 2, 'FR940617-2-00108': 3, 'FR940617-2-00110': 1, 'FR940617-2-00122': 1, 'FR940617-2-00123': 1, 'FR940617-2-00136': 2, 'FR940617-2-00147': 1, 'FR940617-2-00149': 2, 'FR940617-2-00150': 2, 'FR940617-2-00151': 1, 'FR940617-2-00152': 1, 'FR940617-2-00154': 2, 'FR940617-2-00169': 2, 'FR940617-2-00171': 2, 'FR940617-2-00172': 2, 'FR940617-2-00173': 1, 'FR940617-2-00178': 1, 'FR940617-2-00179': 1, 'FR940617-2-00184': 1, 'FR940617-2-00186': 1, 'FR940617-2-00188': 1, 'FR940617-2-00189': 1, 'FR940617-2-00197': 4, 'FR940617-2-00198': 1, 'FR940617-2-00200': 1, 'FR940617-2-00204': 1, 'FR940617-2-00209': 1, 'FR940617-2-00211': 1, 'FR940617-2-00218': 1, 'FR940617-2-00219': 1, 'FR940617-2-00222': 2, 'FR940617-2-00230': 1, 'FR940617-2-00231': 1, 'FR940617-2-00236': 2, 'FR940617-2-00241': 1, 'FR940617-2-00244': 1, 'FR940617-2-00245': 2, 'FR940810-0-00009': 2, 'FR940810-0-00011': 1, 'FR940810-0-00018': 2, 'FR940810-0-00028': 1, 'FR940810-0-00042': 1, 'FR940810-0-00185': 2, 'FR940810-0-00207': 1, 'FR940810-0-00229': 1, 'FR940810-0-00250': 1, 'FR940810-0-00290': 1, 'FR940810-0-00309': 1, 'FR940810-2-00002': 1, 'FR940810-2-00003': 2, 'FR940810-2-00004': 1, 'FR940810-2-00005': 1, 'FR940810-2-00007': 1, 'FR940810-2-00008': 1, 'FR940810-2-00012': 1, 'FR940810-2-00019': 1, 'FR940810-2-00020': 1, 'FR940810-2-00033': 2, 'FR940810-2-00036': 1, 'FR940810-2-00042': 2, 'FR940810-2-00047': 1, 'FR940810-2-00056': 1, 'FR940810-2-00057': 2, 'FR940810-2-00058': 1, 'FR940810-2-00068': 1, 'FR940810-2-00070': 2, 'FR940810-2-00073': 1, 'FR940810-2-00074': 1, 'FR940810-2-00087': 16, 'FR940810-2-00092': 2, 'FR940810-2-00097': 1, 'FR940810-2-00099': 1, 'FR940810-2-00100': 1, 'FR940810-2-00102': 2, 'FR940810-2-00104': 1, 'FR940810-2-00117': 2, 'FR940810-2-00118': 1, 'FR940810-2-00135': 3, 'FR940810-2-00138': 1, 'FR940810-2-00139': 1, 'FR940810-2-00140': 2, 'FR940810-2-00141': 2, 'FR940810-2-00142': 3, 'FR940810-2-00143': 2, 'FR940810-2-00148': 3, 'FR941006-1-00002': 1, 'FR941006-1-00003': 1, 'FR941006-1-00004': 1, 'FR941006-1-00008': 1, 'FR941006-1-00009': 2, 'FR941006-1-00010': 1, 'FR941006-1-00020': 2, 'FR941006-1-00028': 1, 'FR941006-1-00030': 1, 'FR941006-1-00031': 1, 'FR941006-1-00033': 1, 'FR941006-1-00055': 1, 'FR941006-1-00057': 1, 'FR941006-1-00066': 2, 'FR941006-1-00068': 1, 'FR941006-1-00120': 1, 'FR941006-1-00153': 2, 'FR941006-1-00154': 1, 'FR941206-1-00002': 2, 'FR941206-1-00024': 1, 'FR941206-1-00026': 1, 'FR941206-1-00027': 1, 'FR941206-1-00028': 2, 'FR941206-1-00040': 1, 'FR941206-1-00089': 4, 'FR941206-1-00091': 1, 'FR941206-1-00114': 1, 'FR941206-1-00115': 3, 'FR941206-1-00116': 2, 'FR941206-1-00125': 1, 'FR941206-1-00126': 2, 'FR941206-1-00127': 3, 'FR941206-1-00129': 1, 'FR941206-1-00130': 1, 'FR941206-1-00132': 1, 'FR941206-1-00134': 21, 'FR941206-1-00136': 3, 'FR941206-1-00144': 1}",596,347
27,"{'FR940104-0-00002': 1, 'FR940104-2-00102': 1, 'FR940525-0-00002': 1, 'FR940617-2-00061': 2, 'FR940617-2-00062': 3, 'FR940617-2-00063': 2, 'FR940617-2-00065': 2, 'FR940617-2-00144': 2, 'FR940617-2-00145': 5, 'FR940617-2-00204': 2, 'FR940617-2-00206': 2, 'FR940810-2-00044': 1, 'FR940810-2-00074': 4, 'FR940810-2-00080': 4, 'FR940810-2-00083': 1, 'FR940810-2-00084': 4, 'FR941006-1-00026': 1, 'FR941006-1-00027': 1, 'FR941206-1-00029': 2, 'FR941206-1-00030': 1}",42,20
28,"{'FR940104-0-00002': 1, 'FR940104-2-00017': 1, 'FR940128-2-00099': 1, 'FR940128-2-00245': 1, 'FR940525-0-00064': 1, 'FR940617-2-00005': 1, 'FR940617-2-00145': 2, 'FR940810-0-00037': 1, 'FR940810-0-00039': 1, 'FR940810-2-00006': 1, 'FR940810-2-00049': 1, 'FR940810-2-00080': 2, 'FR940810-2-00084': 2}",16,13
29,"{'FR940104-0-00002': 1, 'FR940104-0-00008': 1, 'FR940104-0-00009': 1, 'FR940104-0-00010': 1, 'FR940128-2-00093': 1, 'FR940810-0-00186': 1}",6,6
30,"{'FR940104-0-00002': 2, 'FR940104-0-00025': 3, 'FR940104-0-00031': 7, 'FR940104-0-00032': 4, 'FR940104-0-00033': 4, 'FR940104-0-00034': 5, 'FR940104-0-00052': 1, 'FR940104-0-00066': 5, 'FR940104-0-00073': 2, 'FR940104-0-00093': 4, 'FR940104-2-00042': 2, 'FR940104-2-00064': 2, 'FR940104-2-00092': 2, 'FR940104-2-00101': 2, 'FR940128-2-00037': 2, 'FR940128-2-00038': 1, 'FR940128-2-00039': 1, 'FR940128-2-00040': 1, 'FR940128-2-00041': 2, 'FR940128-2-00093': 1, 'FR940128-2-00140': 2, 'FR940128-2-00148': 3, 'FR940128-2-00224': 1, 'FR940303-1-00002': 1, 'FR940303-1-00020': 1, 'FR940303-1-00030': 1, 'FR940303-1-00055': 4, 'FR940405-1-00003': 2, 'FR940405-1-00018': 3, 'FR940405-1-00020': 2, 'FR940405-1-00023': 2, 'FR940405-1-00029': 2, 'FR940405-1-00032': 1, 'FR940405-1-00086': 1, 'FR940405-1-00126': 1, 'FR940525-0-00002': 2, 'FR940525-0-00007': 1, 'FR940525-0-00009': 1, 'FR940525-0-00013': 1, 'FR940525-0-00015': 3, 'FR940525-0-00016': 1, 'FR940525-0-00023': 4, 'FR940525-0-00024': 3, 'FR940525-0-00025': 3, 'FR940525-0-00026': 4, 'FR940525-0-00027': 4, 'FR940525-0-00028': 4, 'FR940525-0-00029': 4, 'FR940525-0-00042': 1, 'FR940525-0-00045': 6, 'FR940525-0-00075': 2, 'FR940617-2-00008': 2, 'FR940617-2-00048': 1, 'FR940617-2-00050': 1, 'FR940617-2-00109': 1, 'FR940617-2-00110': 2, 'FR940617-2-00113': 1, 'FR940617-2-00114': 1, 'FR940617-2-00116': 1, 'FR940617-2-00118': 1, 'FR940617-2-00188': 5, 'FR940617-2-00209': 4, 'FR940617-2-00220': 2, 'FR940617-2-00230': 1, 'FR940617-2-00232': 2, 'FR940810-0-00007': 3, 'FR940810-0-00008': 1, 'FR940810-0-00010': 4, 'FR940810-0-00011': 2, 'FR940810-0-00012': 1, 'FR940810-0-00015': 1, 'FR940810-0-00016': 1, 'FR940810-0-00017': 1, 'FR940810-0-00020': 1, 'FR940810-0-00023': 2, 'FR940810-0-00025': 2, 'FR940810-0-00026': 2, 'FR940810-0-00027': 2, 'FR940810-0-00031': 2, 'FR940810-0-00032': 1, 'FR940810-0-00034': 1, 'FR940810-0-00036': 5, 'FR940810-0-00038': 3, 'FR940810-0-00137': 1, 'FR940810-0-00138': 1, 'FR940810-0-00331': 2, 'FR940810-2-00006': 1, 'FR940810-2-00019': 2, 'FR940810-2-00020': 2, 'FR940810-2-00021': 1, 'FR940810-2-00072': 2, 'FR940810-2-00134': 2, 'FR941006-1-00002': 3, 'FR941006-1-00003': 3, 'FR941006-1-00011': 1, 'FR941006-1-00022': 1, 'FR941006-1-00023': 2, 'FR941006-1-00033': 1, 'FR941006-1-00147': 5, 'FR941006-1-00153': 1, 'FR941206-1-00021': 2, 'FR941206-1-00023': 2, 'FR941206-1-00030': 2, 'FR941206-1-00031': 2, 'FR941206-1-00035': 1, 'FR941206-1-00039': 3, 'FR941206-1-00041': 1, 'FR941206-1-00089': 5, 'FR941206-1-00092': 1, 'FR941206-1-00115': 5, 'FR941206-1-00116': 1, 'FR941206-1-00121': 2, 'FR941206-1-00134': 9, 'FR941206-1-00138': 2, 'FR941206-1-00141': 1, 'FR941206-1-00142': 2}",256,116
31,"{'FR940104-0-00002': 1, 'FR940104-0-00031': 3, 'FR940104-0-00032': 3, 'FR940104-0-00033': 3, 'FR940104-0-00034': 3, 'FR940104-0-00066': 2, 'FR940104-0-00073': 2, 'FR940104-0-00093': 1, 'FR940303-1-00002': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940405-1-00018': 1, 'FR940405-1-00020': 1, 'FR940405-1-00023': 1, 'FR940405-1-00029': 2, 'FR940525-0-00002': 1, 'FR940525-0-00007': 1, 'FR940525-0-00009': 1, 'FR940525-0-00013': 1, 'FR940525-0-00015': 2, 'FR940525-0-00023': 1, 'FR940525-0-00024': 1, 'FR940525-0-00025': 1, 'FR940525-0-00026': 1, 'FR940525-0-00027': 1, 'FR940525-0-00028': 1, 'FR940525-0-00029': 1, 'FR940525-0-00042': 1, 'FR940525-0-00045': 1, 'FR940525-0-00075': 2, 'FR940810-0-00007': 3, 'FR940810-0-00010': 3, 'FR940810-0-00015': 1, 'FR940810-0-00016': 1, 'FR940810-0-00017': 1, 'FR940810-0-00023': 1, 'FR940810-0-00025': 1, 'FR940810-0-00026': 1, 'FR940810-0-00027': 1, 'FR940810-0-00031': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR940810-0-00137': 1, 'FR940810-0-00138': 1, 'FR940810-0-00331': 2, 'FR941006-1-00002': 3, 'FR941006-1-00011': 1, 'FR941006-1-00023': 1, 'FR941006-1-00147': 2, 'FR941006-1-00153': 1, 'FR941206-1-00021': 2, 'FR941206-1-00030': 2, 'FR941206-1-00035': 1, 'FR941206-1-00039': 2, 'FR941206-1-00041': 1, 'FR941206-1-00089': 3, 'FR941206-1-00092': 1, 'FR941206-1-00115': 2, 'FR941206-1-00116': 1, 'FR941206-1-00121': 2, 'FR941206-1-00134': 4, 'FR941206-1-00141': 1, 'FR941206-1-00142': 1}",94,63
32,"{'FR940104-0-00002': 1, 'FR940104-0-00031': 3, 'FR940104-0-00032': 3, 'FR940104-0-00033': 3, 'FR940104-0-00034': 3, 'FR940104-0-00066': 2, 'FR940104-0-00073': 2, 'FR940104-0-00093': 1, 'FR940303-1-00002': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940405-1-00018': 1, 'FR940405-1-00020': 1, 'FR940405-1-00023': 1, 'FR940405-1-00029': 2, 'FR940525-0-00002': 1, 'FR940525-0-00007': 1, 'FR940525-0-00009': 1, 'FR940525-0-00013': 1, 'FR940525-0-00015': 2, 'FR940525-0-00023': 1, 'FR940525-0-00024': 1, 'FR940525-0-00025': 1, 'FR940525-0-00026': 1, 'FR940525-0-00027': 1, 'FR940525-0-00028': 1, 'FR940525-0-00029': 1, 'FR940525-0-00042': 1, 'FR940525-0-00045': 1, 'FR940525-0-00075': 2, 'FR940810-0-00007': 3, 'FR940810-0-00010': 3, 'FR940810-0-00012': 1, 'FR940810-0-00015': 1, 'FR940810-0-00016': 1, 'FR940810-0-00017': 1, 'FR940810-0-00023': 1, 'FR940810-0-00025': 1, 'FR940810-0-00026': 1, 'FR940810-0-00027': 1, 'FR940810-0-00031': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR940810-0-00137': 1, 'FR940810-0-00138': 1, 'FR940810-0-00331': 2, 'FR941006-1-00002': 3, 'FR941006-1-00011': 1, 'FR941006-1-00023': 1, 'FR941006-1-00147': 2, 'FR941006-1-00153': 1, 'FR941206-1-00021': 2, 'FR941206-1-00030': 2, 'FR941206-1-00035': 1, 'FR941206-1-00039': 2, 'FR941206-1-00041': 1, 'FR941206-1-00089': 3, 'FR941206-1-00092': 1, 'FR941206-1-00115': 2, 'FR941206-1-00116': 1, 'FR941206-1-00121': 2, 'FR941206-1-00134': 4, 'FR941206-1-00141': 2, 'FR941206-1-00142': 1}",96,64
33,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 2, 'FR940405-1-00003': 1, 'FR940405-1-00018': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 2, 'FR940810-0-00008': 1, 'FR940810-0-00011': 2, 'FR940810-0-00036': 2, 'FR940810-0-00038': 1, 'FR941006-1-00003': 2, 'FR941206-1-00023': 2, 'FR941206-1-00031': 2}",21,14
34,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 2, 'FR940405-1-00003': 1, 'FR940405-1-00018': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 2, 'FR940810-0-00008': 1, 'FR940810-0-00011': 2, 'FR940810-0-00036': 2, 'FR940810-0-00038': 2, 'FR941006-1-00003': 2, 'FR941206-1-00023': 2, 'FR941206-1-00031': 2}",22,14
35,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 1, 'FR940810-0-00011': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR941006-1-00003': 1, 'FR941206-1-00023': 1}",11,11
36,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 1, 'FR940810-0-00011': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR941006-1-00003': 1, 'FR941206-1-00023': 1}",11,11
37,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 1, 'FR940810-0-00011': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR941006-1-00003': 1, 'FR941206-1-00023': 1}",11,11
38,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 1, 'FR940810-0-00011': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR941006-1-00003': 1, 'FR941206-1-00023': 1}",11,11
39,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 1, 'FR940810-0-00011': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR941006-1-00003': 1, 'FR941206-1-00023': 1}",11,11
40,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940525-0-00045': 1, 'FR940810-0-00011': 1, 'FR940810-0-00036': 1, 'FR940810-0-00038': 1, 'FR941006-1-00003': 1, 'FR941206-1-00023': 1}",11,11
41,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940303-1-00055': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940810-0-00008': 1, 'FR940810-0-00011': 1, 'FR941206-1-00023': 1}",8,8
42,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940128-2-00131': 1, 'FR940128-2-00176': 1, 'FR940128-2-00177': 1, 'FR940128-2-00178': 1, 'FR940303-1-00023': 2, 'FR940405-1-00003': 1, 'FR940405-1-00097': 1, 'FR940405-1-00126': 2, 'FR940525-0-00002': 1, 'FR940810-0-00011': 1, 'FR941006-1-00003': 1, 'FR941206-1-00033': 1, 'FR941206-1-00134': 14}",30,15
43,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940104-2-00007': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940617-2-00216': 1, 'FR941206-1-00123': 1}",7,7
44,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940405-1-00003': 1, 'FR940525-0-00002': 1, 'FR940810-2-00121': 6, 'FR940810-2-00122': 1}",11,6
45,"{'FR940104-0-00002': 1, 'FR940104-0-00093': 1, 'FR940128-2-00132': 1, 'FR940128-2-00133': 1, 'FR940128-2-00134': 2, 'FR940128-2-00135': 1, 'FR940128-2-00136': 2, 'FR940128-2-00137': 2, 'FR940525-0-00002': 1, 'FR940617-2-00202': 2, 'FR940810-0-00008': 1, 'FR940810-0-00011': 1, 'FR941006-1-00003': 1}",17,13
46,"{'FR940104-0-00002': 1, 'FR940104-0-00047': 1, 'FR940104-0-00053': 1, 'FR940104-2-00062': 1, 'FR940104-2-00063': 1, 'FR940104-2-00074': 1, 'FR940128-2-00061': 1, 'FR940128-2-00062': 1, 'FR940128-2-00133': 7, 'FR940128-2-00134': 8, 'FR940128-2-00135': 2, 'FR940128-2-00136': 2, 'FR940128-2-00137': 3, 'FR940128-2-00138': 5, 'FR940128-2-00171': 1, 'FR940405-1-00032': 1, 'FR940525-0-00002': 1}",38,17
